sku;attribute_set_code;product_type;categories;categories_store_name;categories_position;category_ids;product_websites;name;description;short_description;weight;product_online;tax_class_name;visibility;price;special_price;special_price_from_date;special_price_to_date;url_key;meta_title;meta_keywords;meta_description;base_image;base_image_label;small_image;small_image_label;thumbnail_image;thumbnail_image_label;swatch_image;swatch_image_label;created_at;updated_at;display_product_options_in;map_price;msrp_price;map_enabled;gift_message_available;custom_design;custom_design_from;custom_design_to;custom_layout_update;page_layout;product_options_container;msrp_display_actual_price_type;country_of_manufacture;qty;out_of_stock_qty;use_config_min_qty;is_qty_decimal;allow_backorders;use_config_backorders;min_cart_qty;use_config_min_sale_qty;max_cart_qty;use_config_max_sale_qty;is_in_stock;notify_on_stock_below;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;website_id;related_skus;related_position;crosssell_skus;crosssell_position;upsell_skus;upsell_position;additional_images;additional_image_labels;hide_from_product_page;custom_options;additional_attributes;parent_sku;parent_url;advanced_is_featured;advanced_is_new;advanced_is_trending;amasty_preorder_cart_label;amasty_preorder_note;aw_sbp_bundle_product_type;color;contenance;cost;custom_layout;custom_layout_update_file;disable_grid_table_view;enable_cpwd;end_date_in_stock;estimated_delivery;free_shipping_returns;gallery;nc_gamme;hover;is_pack;label;links_exist;links_purchased_separately;links_title;manufacturer;nc_marque;mp_gridview;mwishlist_sku;nc_pays;price_type;price_view;product_sizechart;quickorder_sku;rating;samples_title;saveur;shipment_type;sku_type;url_path;weight_type;wee_tax_variations;bundle_price_type;bundle_sku_type;bundle_price_view;bundle_weight_type;bundle_values;bundle_shipment_type;associated_skus;configurable_variations;configurable_variation_labels;video_url;tier_prices;downloadable_links;downloadable_samples
#REF10433;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml;Default Category/DIY/Concentrés/FRANCE/Full Moon;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/USA/Smores Addict;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml;Default Category/DIY/Concentrés/FRANCE/Full Moon;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/USA/Smores Addict;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo=-1;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml=-11;Default Category/DIY/Concentrés/FRANCE/Full Moon=-57;Default Category/DIY/Concentrés/FRANCE=-363;Default Category/DIY/Concentrés=-452;Default Category/DIY=676;Default Category/DIY/Concentrés/USA/Smores Addict=-7;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery=-41;Default Category/DIY/Concentrés/MALAISIE=-419;Default Category/Marques/Aspire=557";127,31,28,9,4,3,44,41,11,207;base;Concentré Diabolo Citron Pamplemousse 30ml - Full Moon;;<p><span>Une Limonade artisanale pétillante et rafraîchissante accompagnée de la douceur du pamplemousse rose et l'acidulé du citron jaune pour un diabolo parfait et surprenant.</span></p>;1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;concentre-diabolo-citron-pamplemousse-30ml-full-moon-ref10433;;;;/_/i/_i_m_img_p_2_9_2_2_2_29222.jpg;;/_/i/_i_m_img_p_2_9_2_2_2_29222.jpg;;/_/i/_i_m_img_p_2_9_2_2_2_29222.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_2_2_2_29222.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10432;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml;Default Category/DIY/Concentrés/FRANCE/Full Moon;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/USA/Smores Addict;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml;Default Category/DIY/Concentrés/FRANCE/Full Moon;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/USA/Smores Addict;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo=-2;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml=-12;Default Category/DIY/Concentrés/FRANCE/Full Moon=-58;Default Category/DIY/Concentrés/FRANCE=-364;Default Category/DIY/Concentrés=-453;Default Category/DIY=675;Default Category/DIY/Concentrés/USA/Smores Addict=-8;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery=-42;Default Category/DIY/Concentrés/MALAISIE=-420;Default Category/Marques/Aspire=558";127,31,28,9,4,3,44,41,11,207;base;Concentré Diabolo Grenadine 30ml - Full Moon;;<p><span>Une Limonade artisanale pétillante et rafraîchissante agrémenté d'un sirop de grenadine bien dosé.</span></p>;1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;concentre-diabolo-grenadine-30ml-full-moon-ref10432;;;;/_/i/_i_m_img_p_2_9_2_2_3_29223.jpg;;/_/i/_i_m_img_p_2_9_2_2_3_29223.jpg;;/_/i/_i_m_img_p_2_9_2_2_3_29223.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_2_2_3_29223.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10431;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml;Default Category/DIY/Concentrés/FRANCE/Full Moon;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/USA/Smores Addict;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml;Default Category/DIY/Concentrés/FRANCE/Full Moon;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/USA/Smores Addict;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml/Diabolo=-3;Default Category/DIY/Concentrés/FRANCE/Full Moon/30ml=-13;Default Category/DIY/Concentrés/FRANCE/Full Moon=-59;Default Category/DIY/Concentrés/FRANCE=-365;Default Category/DIY/Concentrés=-454;Default Category/DIY=674;Default Category/DIY/Concentrés/USA/Smores Addict=-9;Default Category/DIY/Concentrés/USA/Knk Labs/Knk Labs The Steamery=-43;Default Category/DIY/Concentrés/MALAISIE=-421;Default Category/Marques/Aspire=559";127,31,28,9,4,3,44,41,11,207;base;Concentré Diabolo Pomme 30ml - Full Moon;;<p><span>Une Limonade artisanale pétillante et rafraîchissante sublimé par la rondeur d'une pomme verte bien croquante.</span></p>;1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;concentre-diabolo-pomme-30ml-full-moon-ref10431;;;;/_/i/_i_m_img_p_2_9_2_2_4_29224.jpg;;/_/i/_i_m_img_p_2_9_2_2_4_29224.jpg;;/_/i/_i_m_img_p_2_9_2_2_4_29224.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_2_2_4_29224.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF7704;Liquides;simple;"Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés=-455;Default Category/DIY/Concentrés/FRANCE/Vap'Land=-8;Default Category/DIY/Concentrés/FRANCE=-366;Default Category/DIY=673;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises=-15;Default Category/DIY/Concentrés/MALAISIE=-422;Default Category/Marques/Aspire=560";4,52,9,3,71,11,207;base;Nut'ies Concentré 10ML - Vap'Land;;"<div id=""short_description_block"">
<div id=""short_description_content"" class=""rte align_justify"">
<p style=""""><span>Un fondant <strong>noisette</strong>, <strong>pécan</strong>.</span></p>
<p></p>
</div>
</div>";1.000000;1;Taxable Goods;Catalog, Search;2.300000;;;;nut-ies-concentre-10ml-vap-land-ref7704;;;;/_/i/_i_m_img_p_2_9_3_5_2_29352.jpg;;/_/i/_i_m_img_p_2_9_3_5_2_29352.jpg;;/_/i/_i_m_img_p_2_9_3_5_2_29352.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_3_5_2_29352.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF6432;Liquides;simple;"Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés=-456;Default Category/DIY/Concentrés/FRANCE/Vap'Land=-9;Default Category/DIY/Concentrés/FRANCE=-367;Default Category/DIY=672;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises=-16;Default Category/DIY/Concentrés/MALAISIE=-423;Default Category/Marques/Aspire=561";4,52,9,3,71,11,207;base;Coffee Break concentré 10ML - Vap'Land;;"<p style=""""><strong>Gourmandise au café.</strong></p>
<p style=""""><strong>Concentré 10ml en bouteille de 50ml</strong></p>";1.000000;1;Taxable Goods;Catalog, Search;2.300000;;;;coffee-break-concentre-10ml-vap-land-ref6432;;;;/_/i/_i_m_img_p_2_9_3_5_3_29353.jpg;;/_/i/_i_m_img_p_2_9_3_5_3_29353.jpg;;/_/i/_i_m_img_p_2_9_3_5_3_29353.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_3_5_3_29353.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4829;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/FRANCE/Vap'Land=-10;Default Category/DIY/Concentrés/FRANCE=-368;Default Category/DIY=671;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises=-17;Default Category/DIY/Concentrés/MALAISIE=-424;Default Category/Marques/Aspire=562";52,9,3,71,11,207;base;Crack's  Concentré 10ML - Vap'Land;;"<div id=""short_description_block"">
<div id=""short_description_content"" class=""rte align_justify"">
<div class=""columns large-8 text-section"">
<div class=""description-wrapper"">
<div class=""content-wrapper"">
<p>Une délicieuse <strong>gaufrette croustillante</strong> accompagnée d'une <strong>crème vanillée</strong> !</p>
</div>
</div>
</div>
<div class=""columns large-4 option-section""></div>
</div>
</div>";1.000000;1;Taxable Goods;Catalog, Search;2.300000;;;;crack-s-concentre-10ml-vap-land-ref4829;;;;/_/i/_i_m_img_p_2_9_3_5_4_29354.jpg;;/_/i/_i_m_img_p_2_9_3_5_4_29354.jpg;;/_/i/_i_m_img_p_2_9_3_5_4_29354.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_3_5_4_29354.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF6423;Liquides;simple;"Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Vap'Land;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés=-457;Default Category/DIY/Concentrés/FRANCE/Vap'Land=-11;Default Category/DIY/Concentrés/FRANCE=-369;Default Category/DIY=670;Default Category/DIY/Concentrés/FRANCE/Le Coq qui Vape/Le Coq qui Vape Les Bêtises=-18;Default Category/DIY/Concentrés/MALAISIE=-425;Default Category/Marques/Aspire=563";4,52,9,3,71,11,207;base;Pie Concentré 10ML - Vap'Land;;"<p>Une tarte à l'ancienne façon recette de grand mère, des noix de Pécan... </p>
<p>Bref un très très bon liquide à la Française, ça fait plaisir !</p>
<p><strong>Concentré 10ml en bouteille de 50ml</strong></p>";1.000000;1;Taxable Goods;Catalog, Search;2.300000;;;;pie-concentre-10ml-vap-land-ref6423;;;;/_/i/_i_m_img_p_2_9_3_5_5_29355.jpg;;/_/i/_i_m_img_p_2_9_3_5_5_29355.jpg;;/_/i/_i_m_img_p_2_9_3_5_5_29355.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_3_5_5_29355.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10641;Liquides;simple;"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo=-2;Default Category/DIY/Concentrés/AUTRES=-9;Default Category/DIY/Concentrés=-458;Default Category/DIY=669;Default Category/DIY/Concentrés/FRANCE/Custard Mission=-6;Default Category/Marques/Aspire=564";98,5,4,3,119,207;base;Concentré Don Cristo Sesame 30ML - PGVG  Labs;;<p><span>Vous n'êtes pas sans savoir que le concentré Don Cristo est maintenant devenu une légende dans le monde de la vape. Un véritable must have dans l'univers des classics. C'est pourquoi le fabricant PGVG Labs a créé un dérivé du Don Cristo. Le Don Cristo Sesame ! Un délicieux classic cubain accompagné de... graines de sésame !</span></p>;1.000000;1;Taxable Goods;Catalog, Search;6.500000;;;;concentre-don-cristo-sesame-30ml-pgvg-labs-ref10641;;;;/_/i/_i_m_img_p_2_9_7_5_8_29758.jpg;;/_/i/_i_m_img_p_2_9_7_5_8_29758.jpg;;/_/i/_i_m_img_p_2_9_7_5_8_29758.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_7_5_8_29758.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10642;Liquides;simple;"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo=-3;Default Category/DIY/Concentrés/AUTRES=-10;Default Category/DIY/Concentrés=-459;Default Category/DIY=668;Default Category/DIY/Concentrés/FRANCE/Custard Mission=-7;Default Category/Marques/Aspire=565";98,5,4,3,119,207;base;Concentré Don Cristo Pistachio 30ML - PGVG  Labs;;<p><span>Vous n'êtes pas sans savoir que le concentré Don Cristo est maintenant devenu une légende dans le monde de la vape. Un véritable must have dans l'univers des classics. C'est pourquoi le fabricant PGVG Labs a créé un dérivé du Don Cristo. Le Don Cristo Pistachio ! Un délicieux classic cubain accompagné de... pistaches !</span></p>;1.000000;1;Taxable Goods;Catalog, Search;6.500000;;;;concentre-don-cristo-pistachio-30ml-pgvg-labs-ref10642;;;;/_/i/_i_m_img_p_2_9_7_5_9_29759.jpg;;/_/i/_i_m_img_p_2_9_7_5_9_29759.jpg;;/_/i/_i_m_img_p_2_9_7_5_9_29759.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_7_5_9_29759.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10643;Liquides;simple;"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo=-4;Default Category/DIY/Concentrés/AUTRES=-11;Default Category/DIY/Concentrés=-460;Default Category/DIY=667;Default Category/DIY/Concentrés/FRANCE/Custard Mission=-8;Default Category/Marques/Aspire=566";98,5,4,3,119,207;base;Concentré Don Cristo XO 30ML - PGVG  Labs;;<p><span>Vous n'êtes pas sans savoir que le concentré Don Cristo est maintenant devenu une légende dans le monde de la vape. Un véritable must have dans l'univers des classics. C'est pourquoi le fabricant PGVG Labs a créé un dérivé du Don Cristo. Le Don Cristo XO ! Un délicieux classic cubain accompagné de... caramel !</span></p>;1.000000;1;Taxable Goods;Catalog, Search;6.500000;;;;concentre-don-cristo-xo-30ml-pgvg-labs-ref10643;;;;/_/i/_i_m_img_p_2_9_7_6_0_29760.jpg;;/_/i/_i_m_img_p_2_9_7_6_0_29760.jpg;;/_/i/_i_m_img_p_2_9_7_6_0_29760.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_7_6_0_29760.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10644;Liquides;simple;"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo=-5;Default Category/DIY/Concentrés/AUTRES=-12;Default Category/DIY/Concentrés=-461;Default Category/DIY=666;Default Category/DIY/Concentrés/FRANCE/Custard Mission=-9;Default Category/Marques/Aspire=567";98,5,4,3,119,207;base;Concentré Don Cristo Coffee 30ML - PGVG  Labs;;<p><span>Vous n'êtes pas sans savoir que le concentré Don Cristo est maintenant devenu une légende dans le monde de la vape. Un véritable must have dans l'univers des classics. C'est pourquoi le fabricant PGVG Labs a créé un dérivé du Don Cristo. Le Don Cristo Coffee ! Un délicieux classic cubain accompagné de... café !</span></p>;1.000000;1;Taxable Goods;Catalog, Search;6.500000;;;;concentre-don-cristo-coffee-30ml-pgvg-labs-ref10644;;;;/_/i/_i_m_img_p_2_9_7_6_1_29761.jpg;;/_/i/_i_m_img_p_2_9_7_6_1_29761.jpg;;/_/i/_i_m_img_p_2_9_7_6_1_29761.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_7_6_1_29761.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF10645;Liquides;simple;"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Custard Mission;Default Category/Marques/Aspire";"Default Category/DIY/Concentrés/AUTRES/Don Cristo=-6;Default Category/DIY/Concentrés/AUTRES=-13;Default Category/DIY/Concentrés=-462;Default Category/DIY=665;Default Category/DIY/Concentrés/FRANCE/Custard Mission=-10;Default Category/Marques/Aspire=568";98,5,4,3,119,207;base;Concentré Don Cristo Custard 30ML - PGVG  Labs;;<p><span>Vous n'êtes pas sans savoir que le concentré Don Cristo est maintenant devenu une légende dans le monde de la vape. Un véritable must have dans l'univers des classics. C'est pourquoi le fabricant PGVG Labs a créé un dérivé du Don Cristo. Le Don Cristo Custard ! Un délicieux classic cubain accompagné de... crème vanille !</span></p>;1.000000;1;Taxable Goods;Catalog, Search;6.500000;;;;concentre-don-cristo-custard-30ml-pgvg-labs-ref10645;;;;/_/i/_i_m_img_p_2_9_7_6_2_29762.jpg;;/_/i/_i_m_img_p_2_9_7_6_2_29762.jpg;;/_/i/_i_m_img_p_2_9_7_6_2_29762.jpg;;;;08/04/2024 12:17;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_2_9_7_6_2_29762.jpg;;;;advanced_is_new=No,contenance=,gamme=Instant Fuel,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;;;;Instant Fuel;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
